 1.70000000000000e+002    0.00000000000000e+000
 1.70540242557883e+002    1.48456449834620e-002
 1.71312017640573e+002    2.46251378169791e-002
 1.71852260198456e+002    2.44707828004410e-002
 1.72353914002205e+002    9.32745314222712e-003
 1.72816979051819e+002   -8.04851157662624e-004
 1.73202866593164e+002   -1.09151047409041e-002
 1.73550165380375e+002   -1.10143329658214e-002
 1.73858875413451e+002   -6.10253583241455e-003
 1.74206174200662e+002    8.79823594266814e-003
 1.74437706725469e+002    2.37320837927233e-002
 1.74707828004410e+002    2.86549062844542e-002
 1.74939360529217e+002    2.85887541345094e-002
 1.75055126791621e+002   -6.64443219404631e-002
 1.75055126791621e+002    7.63555678059537e-001
 1.75170893054024e+002    3.85226019845645e-002
 1.75209481808159e+002   -6.48842337375965e-003
 1.75248070562293e+002   -3.64994487320838e-002
 1.75286659316428e+002   -5.65104740904079e-002
 1.75441014332966e+002   -3.15545755237045e-002
 1.75556780595369e+002    3.41234840132304e-003
 1.75672546857773e+002    2.33792723263506e-002
 1.75788313120176e+002    3.34619625137817e-003
 1.75904079382580e+002   -4.16868798235943e-002
 1.76019845644983e+002   -9.17199558985667e-002
 1.76135611907387e+002   -5.67530319735391e-002
 1.76135611907387e+002    1.48246968026461e-001
 1.76251378169791e+002   -3.17861080485116e-002
 1.76675854465270e+002   -1.19073869900772e-002
 1.77138919514884e+002    7.96030871003308e-003
 1.77640573318633e+002    2.28169790518192e-002
 1.78103638368247e+002    2.76846747519294e-002
 1.78759647188534e+002    2.74972436604190e-002
 1.79492833517089e+002    7.28776185226020e-003
 1.80303197353914e+002   -1.29437706725469e-002
 1.80997794928335e+002   -1.31422271223815e-002
 1.81730981256891e+002    1.64829106945976e-003
 1.82541345093716e+002    1.64167585446527e-002
 1.83351708930540e+002    2.11852260198456e-002
 1.84239250275634e+002    5.93164277839030e-003
 1.85126791620728e+002   -9.32194046306505e-003
 1.85821389195149e+002    4.79603087100331e-004
 1.86477398015436e+002    2.02921719955899e-002
 1.87017640573319e+002    2.01378169790518e-002
 1.87326350606395e+002    1.50496141124587e-002
 1.87403528114664e+002   -1.19972436604190e-001
 1.87403528114664e+002    1.51502756339581e+000
 1.87519294377067e+002    9.99448732083793e-003
 1.87596471885336e+002   -1.45027563395810e-001
 1.87712238147740e+002   -1.95060639470783e-001
 1.87982359426681e+002   -7.51378169790518e-002
 1.88329658213892e+002    9.97629547960309e-002
 1.88484013230430e+002   -2.02811466372657e-002
 1.88484013230430e+002   -6.70281146637266e-001
 1.88947078280044e+002    9.58654906284454e-003
 1.89525909592062e+002    2.94211686879824e-002
 1.90220507166483e+002    2.42227122381477e-002
 1.90799338478501e+002    9.05733186328556e-003
 1.91571113561191e+002   -1.11631753031974e-002
 1.92420066152150e+002   -1.64057331863286e-002
 1.93346196251378e+002   -1.67034178610805e-003
 1.94426681367144e+002    1.80209481808159e-002
 1.95391400220507e+002    1.27453142227122e-002
 1.96278941565601e+002   -1.25082690187431e-002
 1.97205071664829e+002   -1.27728776185226e-002
 1.98015435501654e+002    6.99558985667034e-003
 1.98748621830209e+002    2.17861080485116e-002
 1.99250275633958e+002    1.64277839029768e-003
 1.99636163175303e+002   -1.34674751929438e-002
 1.99713340683572e+002   -1.33489525909592e-001
 1.99751929437707e+002    5.91499448732084e-001
 1.99867695700110e+002   -3.53362734288864e-003
 2.00099228224917e+002   -1.58599779492834e-001
 2.00407938257993e+002   -3.86879823594267e-002
 2.00523704520397e+002    8.12789415656009e-002
 2.00678059536935e+002    1.76234840132304e-001
 2.00793825799338e+002   -8.83798235942668e-001
 2.00948180815877e+002    2.61576626240353e-002
 2.01527012127894e+002    3.59922822491731e-002
 2.02105843439912e+002    2.08269018743109e-002
 2.02839029768467e+002   -9.38257993384785e-003
 2.03533627342889e+002   -1.95810363836825e-002
 2.04189636163175e+002   -1.97684674751929e-002
 2.04729878721058e+002   -9.92282249173098e-003
