0.000000e+00	 1.035324e-01	 0.000000e+00	 1.035324e-01
1.220703e-04	 9.514250e-02	 0.000000e+00	 9.514250e-02
2.441406e-04	 4.251503e-02	 0.000000e+00	 4.251503e-02
3.662109e-04	 -2.846554e-02	 0.000000e+00	 -2.846554e-02
4.882813e-04	 -8.605383e-02	 0.000000e+00	 -8.605383e-02
6.103516e-04	 -1.073427e-01	 0.000000e+00	 -1.073427e-01
7.324219e-04	 -8.659203e-02	 0.000000e+00	 -8.659203e-02
8.544922e-04	 -3.485940e-02	 0.000000e+00	 -3.485940e-02
9.765625e-04	 2.695317e-02	 0.000000e+00	 2.695317e-02
1.098633e-03	 7.729930e-02	 0.000000e+00	 7.729930e-02
1.220703e-03	 1.014020e-01	 0.000000e+00	 1.014020e-01
1.342773e-03	 9.470378e-02	 0.000000e+00	 9.470378e-02
1.464844e-03	 6.226120e-02	 0.000000e+00	 6.226120e-02
1.586914e-03	 1.540067e-02	 0.000000e+00	 1.540067e-02
1.708984e-03	 -3.258565e-02	 0.000000e+00	 -3.258565e-02
1.831055e-03	 -7.021041e-02	 0.000000e+00	 -7.021041e-02
1.953125e-03	 -9.017608e-02	 0.000000e+00	 -9.017608e-02
2.075195e-03	 -9.017650e-02	 0.000000e+00	 -9.017650e-02
2.197266e-03	 -7.238389e-02	 0.000000e+00	 -7.238389e-02
2.319336e-03	 -4.211522e-02	 0.000000e+00	 -4.211522e-02
2.441406e-03	 -6.193597e-03	 0.000000e+00	 -6.193597e-03
2.563477e-03	 2.858345e-02	 0.000000e+00	 2.858345e-02
2.685547e-03	 5.661126e-02	 0.000000e+00	 5.661126e-02
2.807617e-03	 7.417414e-02	 0.000000e+00	 7.417414e-02
2.929688e-03	 7.968039e-02	 0.000000e+00	 7.968039e-02
3.051758e-03	 7.352062e-02	 0.000000e+00	 7.352062e-02
3.173828e-03	 5.766695e-02	 0.000000e+00	 5.766695e-02
3.295899e-03	 3.513709e-02	 0.000000e+00	 3.513709e-02
3.417969e-03	 9.427844e-03	 0.000000e+00	 9.427844e-03
3.540039e-03	 -1.600049e-02	 0.000000e+00	 -1.600049e-02
3.662109e-03	 -3.813666e-02	 0.000000e+00	 -3.813666e-02
3.784180e-03	 -5.470201e-02	 0.000000e+00	 -5.470201e-02
3.906250e-03	 -6.430064e-02	 0.000000e+00	 -6.430064e-02
4.028320e-03	 -6.644748e-02	 0.000000e+00	 -6.644748e-02
4.150391e-03	 -6.149601e-02	 0.000000e+00	 -6.149601e-02
4.272461e-03	 -5.049228e-02	 0.000000e+00	 -5.049228e-02
4.394531e-03	 -3.498333e-02	 0.000000e+00	 -3.498333e-02
4.516602e-03	 -1.680644e-02	 0.000000e+00	 -1.680644e-02
4.638672e-03	 2.118354e-03	 0.000000e+00	 2.118354e-03
4.760742e-03	 1.997427e-02	 0.000000e+00	 1.997427e-02
4.882813e-03	 3.519980e-02	 0.000000e+00	 3.519980e-02
5.004883e-03	 4.659901e-02	 0.000000e+00	 4.659901e-02
5.126953e-03	 5.340726e-02	 0.000000e+00	 5.340726e-02
5.249024e-03	 5.531325e-02	 0.000000e+00	 5.531325e-02
5.371094e-03	 5.244179e-02	 0.000000e+00	 5.244179e-02
5.493164e-03	 4.530359e-02	 0.000000e+00	 4.530359e-02
5.615234e-03	 3.472011e-02	 0.000000e+00	 3.472011e-02
5.737305e-03	 2.173223e-02	 0.000000e+00	 2.173223e-02
5.859375e-03	 7.501113e-03	 0.000000e+00	 7.501113e-03
5.981445e-03	 -6.790385e-03	 0.000000e+00	 -6.790385e-03
6.103516e-03	 -2.002899e-02	 0.000000e+00	 -2.002899e-02
6.225586e-03	 -3.124912e-02	 0.000000e+00	 -3.124912e-02
6.347656e-03	 -3.969363e-02	 0.000000e+00	 -3.969363e-02
6.469727e-03	 -4.485484e-02	 0.000000e+00	 -4.485484e-02
6.591797e-03	 -4.649452e-02	 0.000000e+00	 -4.649452e-02
6.713867e-03	 -4.464364e-02	 0.000000e+00	 -4.464364e-02
6.835938e-03	 -3.958334e-02	 0.000000e+00	 -3.958334e-02
6.958008e-03	 -3.181013e-02	 0.000000e+00	 -3.181013e-02
7.080078e-03	 -2.198865e-02	 0.000000e+00	 -2.198865e-02
7.202149e-03	 -1.089620e-02	 0.000000e+00	 -1.089620e-02
7.324219e-03	 6.368136e-04	 0.000000e+00	 6.368136e-04
7.446289e-03	 1.178641e-02	 0.000000e+00	 1.178641e-02
7.568360e-03	 2.179058e-02	 0.000000e+00	 2.179058e-02
7.690430e-03	 2.999764e-02	 0.000000e+00	 2.999764e-02
7.812500e-03	 3.590465e-02	 0.000000e+00	 3.590465e-02
7.934570e-03	 3.918417e-02	 0.000000e+00	 3.918417e-02
8.056641e-03	 3.969816e-02	 0.000000e+00	 3.969816e-02
8.178711e-03	 3.749893e-02	 0.000000e+00	 3.749893e-02
8.300781e-03	 3.281784e-02	 0.000000e+00	 3.281784e-02
8.422852e-03	 2.604290e-02	 0.000000e+00	 2.604290e-02
8.544922e-03	 1.768740e-02	 0.000000e+00	 1.768740e-02
8.666992e-03	 8.351804e-03	 0.000000e+00	 8.351804e-03
8.789063e-03	 -1.318293e-03	 0.000000e+00	 -1.318293e-03
8.911133e-03	 -1.067547e-02	 0.000000e+00	 -1.067547e-02
