 1.04166666666667e+001   -5.36786786786787e-004
 3.64583333333333e+001   -5.27402402402402e-004
 6.25000000000000e+001   -1.05855855855856e-003
 9.37500000000000e+001   -1.04729729729730e-003
 1.19791666666667e+002   -1.03791291291291e-003
 1.51041666666667e+002   -1.02665165165165e-003
 1.77083333333333e+002   -1.01726726726727e-003
 2.03125000000000e+002    7.31981981981982e-005
 2.23958333333333e+002    6.21246246246246e-004
 2.55208333333333e+002    2.25412912912913e-003
 2.81250000000000e+002    9.29054054054054e-003
 3.12500000000000e+002    2.49774774774775e-002
 3.33333333333333e+002    3.41741741741742e-002
 3.64583333333333e+002    1.85097597597598e-002
 3.90625000000000e+002    8.77083333333333e-002
 4.16666666666667e+002    3.42042042042042e-002
 4.42708333333333e+002    1.00159534534535e-001
 4.68750000000000e+002    3.36824324324324e-002
 5.00000000000000e+002    8.93693693693694e-002
 5.31250000000000e+002    1.02894144144144e-001
 5.52083333333333e+002    4.01989489489490e-002
 5.78125000000000e+002    6.88569819819820e-002
 6.04166666666667e+002    1.14271771771772e-001
 6.35416666666667e+002    1.02391141141141e-001
 6.61458333333333e+002    5.37518768768769e-002
 6.87500000000000e+002    3.32207207207207e-002
 7.13541666666667e+002    8.02571321321321e-002
 7.39583333333333e+002    1.10536786786787e-001
 7.70833333333333e+002    1.15953453453453e-001
 7.96875000000000e+002    1.00287162162162e-001
 8.17708333333333e+002    7.32676426426426e-002
 8.54166666666667e+002    4.30105105105105e-002
 8.75000000000000e+002    1.76126126126126e-002
 9.01041666666667e+002    1.87030780780781e-002
 9.32291666666667e+002    3.43900150150150e-002
 9.58333333333333e+002    4.46696696696697e-002
 9.84375000000000e+002    5.00844594594595e-002
 1.01041666666667e+003    5.06343843843844e-002
 1.04166666666667e+003    4.79429429429429e-002
 1.06770833333333e+003    4.30874624624625e-002
 1.09375000000000e+003    3.76914414414414e-002
 1.11458333333333e+003    3.22935435435436e-002
 1.14583333333333e+003    2.68993993993994e-002
 1.17708333333333e+003    2.15052552552553e-002
 1.20312500000000e+003    1.71903153153153e-002
 1.22916666666667e+003    1.34159159159159e-002
 1.25520833333333e+003    1.07225975975976e-002
 1.28125000000000e+003    8.56981981981982e-003
 1.31250000000000e+003    6.41891891891892e-003
 1.33854166666667e+003    4.80668168168168e-003
 1.36458333333333e+003    3.73498498498499e-003
 1.39062500000000e+003    3.20382882882883e-003
 1.41666666666667e+003    2.67267267267267e-003
 1.44791666666667e+003    2.14339339339339e-003
 1.46875000000000e+003    1.61036036036036e-003
 1.50000000000000e+003    1.08108108108108e-003
