-1.92726236408278e+003    1.60165292879691e-001
-1.85285864608909e+003    1.46904594878990e-001
-1.77884952648194e+003    1.27350052613118e-001
-1.69265170115749e+003    1.02205366538057e-001
-1.61908102420203e+003    7.56576639775517e-002
-1.53314626446861e+003    4.63170817257103e-002
-1.45935636618730e+003    2.32659593125219e-002
-1.37219396702911e+003    1.35062258856542e-002
-1.29612416695896e+003    2.68195370045598e-002
-1.22014205541915e+003    3.87342160645388e-002
-1.14442300947036e+003    4.64529989477376e-002
-1.06896702911259e+003    4.99758856541564e-002
-9.68695194668537e+002    4.93116450368292e-002
-8.93765345492810e+002    4.44427393896878e-002
-7.93844265170116e+002    3.81839705366538e-002
-7.19045948789898e+002    3.12171168011224e-002
-6.44335320940021e+002    2.28516310066643e-002
-5.69580848824974e+002    1.51854612416696e-002
-4.82155384075763e+002    9.62162399158190e-003
-3.94642230796212e+002    5.45641880042091e-003
-3.19537004559804e+002    3.38477727113294e-003
-2.31892318484742e+002    1.31752016836198e-003
-1.56655559452824e+002    1.34382672746405e-003
-6.88793405822519e+001    1.37451771308313e-003
 1.88968782883201e+001    1.40520869870221e-003
 8.17257102770959e+001    3.52507891967731e-003
 1.58277797264118e+002    2.45308663626798e-002
 2.58681164503683e+002    2.59645738337426e-002
 3.35014030164854e+002    4.34737811294283e-002
 4.24675552437741e+002    7.35750613819712e-002
 5.00876885303403e+002    8.89863205892669e-002
 5.89179235356015e+002    9.74088039284462e-002
 6.64635215713785e+002    1.00931690634865e-001
 7.39784286215363e+002    9.95593651350403e-002
 8.27122062434234e+002    9.25968958260260e-002
 9.01701157488601e+002    8.21334619431778e-002
 9.88425113995089e+002    6.53805682216766e-002
 1.07514907050158e+003    4.86276745001754e-002
 1.14981585408629e+003    3.95628726762539e-002
 1.22588565415644e+003    5.28761837951596e-002
 1.31532795510347e+003    7.94808839003858e-002
 1.37995440196422e+003    1.10272711329358e-001
 1.48211153981059e+003    1.39679059978955e-001
 1.57142230796212e+003    1.64185811995791e-001
 1.64775517362329e+003    1.81695019291477e-001
 1.72347421957208e+003    1.89413802174676e-001
 1.79857944580849e+003    1.87342160645388e-001
 1.87293931953700e+003    1.73382146615223e-001
 1.95918098912662e+003    1.48936776569625e-001
